FID;COORD_X;COORD_Y;LONGITUD;ANGLE;C_Tram;C_Nus_I;C_Nus_F;Distric_D;NDistric_D;Illa_D;CVia_D;TVia_D;NVia_D;Tram_Dret;Distric_E;NDistric_E;Illa_E;CVia_E;TVia_E;NVia_E;Tram_Esq
12003;428562.126;4579140.768;81.55;293.37;T18060X;N02412A;N09958F;03;Sants-Montjuïc;22091;100559;Carrer;Carrer Diligències;2 - 8;03;Sants-Montjuïc;20842;100559;Carrer;Carrer Diligències;1 - 3 <=> 5
12004;430879.565;4586792.284;26.388;14.04;T18061Y;N08001J;N08003L;08;Nou Barris;93650;247706;Plaça;Plaça Paul Claudel;1 <=> 3 - 4;08;Nou Barris;93660;014005;Carrer;Carrer Amics;11 <=> 15
12005;430907.21;4586795.395;29.69;359.66;T18062Z;N08003L;N08004M;08;Nou Barris;93650;247706;Plaça;Plaça Paul Claudel;5 <=> 6;08;Nou Barris;93560;171207;Carrer;Carrer Joan Alcover;1
12006;430587.746;4586631.75;63.585;71.92;T18063A;N10276H;N10277I;08;Nou Barris;93800;701135;Plaça;Plaça Álvaro Cunqueiro;9 - 11 <=> 5 - 7;08;Nou Barris;93800;701135;Plaça;Plaça Álvaro Cunqueiro;1 - 4
12007;430544.705;4586678.611;110.948;342.54;T18064B;N10276H;N08030O;08;Nou Barris;93790;069109;Carrer;Carrer Cartellà;94 B <=> 128;08;Nou Barris;93800;069109;Carrer;Carrer Cartellà;103 - 115 <=> 121 - 127
12008;430657.465;4586644.066;124.947;343.34;T18065C;N08029V;N10276H;08;Nou Barris;93790;069109;Carrer;Carrer Cartellà;62 - 64 <=> 94 A;08;Nou Barris;93800;069109;Carrer;Carrer Cartellà;87 - 101 <=> 101 B
12009;430604.555;4586592.407;56.457;341.12;T18066D;N08034S;N10277I;08;Nou Barris;93800;113302;Carrer;Carrer Escultor Llimona;14 - 20 <=> 22 - 24;08;Nou Barris;93820;113302;Carrer;Carrer Escultor Llimona;9 <=> 15
12010;430547.793;4586611.78;63.59;341.18;T18067E;N10277I;N08035T;08;Nou Barris;93800;113302;Carrer;Carrer Escultor Llimona;26 - 30 <=> 32 - 34;08;Nou Barris;93820;113302;Carrer;Carrer Escultor Llimona;17 <=> 23 B
12011;430621.586;4586929.428;128.201;62.54;T18068F;N10011K;N08069D;08;Nou Barris;94130;250802;Passeig;Passeig Peira;2 - 4 <=> 6 - 22;08;Nou Barris;94120;250802;Passeig;Passeig Peira;1 - 9 <=> 11 - 19
12012;431029.662;4586856.063;27.994;359.02;T18072B;N08055X;N08085D;08;Nou Barris;93572;366501;Plaça;Plaça Virrei Amat;15;08;Nou Barris;94150;366501;Plaça;Plaça Virrei Amat;7
12013;430578.483;4587337.16;31.694;339.34;T18073C;N08277J;N08278K;08;Nou Barris;00002;000000; ; ;0;08;Nou Barris;94300;045905;Carrer;Carrer Bordils;1 <=> 7
12014;430570.625;4587362.753;42.36;70.79;T18074D;N08279L;N08278K;08;Nou Barris;94310;013603;Carrer;Carrer Amer;2 <=> 8;08;Nou Barris;00002;000000; ; ;0
12015;430523.302;4587402.954;60.922;341.24;T18075E;N08271D;N08272E;08;Nou Barris;94320;349808;Passeig;Passeig Urrutia;74 <=> 84;08;Nou Barris;94815;700864;Plaça;Plaça César Vallejo;1
12016;430447.362;4587366.386;57.372;341.54;T18076F;N08215V;N08216W;08;Nou Barris;94450;282004;Carrer;Carrer Riells;24 B <=> 38;08;Nou Barris;00002;000000; ; ;0
12017;430445.247;4587358.614;60.46;326.11;T18077G;N08263D;N08216W;08;Nou Barris;00002;000000; ; ;0;08;Nou Barris;94440;282004;Carrer;Carrer Riells;47 <=> 57
12018;430941.995;4587594.936;66.421;49.84;T18085G;N08157C;N08156B;08;Nou Barris;94880;356905;Passeig;Passeig Verdum;16 B <=> 18 B - 20;08;Nou Barris;99381;356905;Passeig;Passeig Verdum;39 B <=> 41 - 53
12019;430980.129;4587568.99;57.006;62.13;T18086H;N10281E;N10282F;08;Nou Barris;94880;701214;Plaça;Plaça Portocristo;1 <=> 3;08;Nou Barris;94880;701214;Plaça;Plaça Portocristo;6 <=> 4
12020;430943.69;4587556.675;52.921;330.87;T18087I;N10281E;N08157C;08;Nou Barris;94880;131701;Carrer;Carrer Formentor;8 <=> 10 - 12;08;Nou Barris;94870;131701;Carrer;Carrer Formentor;7 - 13
12021;430976.339;4587603.331;43.256;331.89;T18088J;N10282F;N08156B;08;Nou Barris;94892;166502;Plaça;Plaça Jardins d'Alfàbia;9999;08;Nou Barris;94880;166502;Plaça;Plaça Jardins d'Alfàbia;18 - 20 <=> 21 - 24
12022;431032.111;4587574.866;90.445;333.44;T18089K;N08153Y;N10282F;08;Nou Barris;94892;166502;Plaça;Plaça Jardins d'Alfàbia;9999;08;Nou Barris;94880;166502;Plaça;Plaça Jardins d'Alfàbia;11 <=> 15 - 17
12023;431001.097;4587525.225;77.996;331.57;T18090D;N08152X;N10281E;08;Nou Barris;94880;131701;Carrer;Carrer Formentor;2 <=> 6;08;Nou Barris;94870;131701;Carrer;Carrer Formentor;1 - 5
12024;431065.584;4586855.427;43.861;358.96;T18091E;N08085D;N08056Y;08;Nou Barris;93572;366501;Plaça;Plaça Virrei Amat;15;08;Nou Barris;95070;366501;Plaça;Plaça Virrei Amat;8
12025;431404.307;4587171.999;102.532;80.54;T18092F;N10283G;N10284H;08;Nou Barris;95273;241903;Passatge;Passatge Ciutat de Mallorca;2 - 4;08;Nou Barris;95273;241903;Passatge;Passatge Ciutat de Mallorca;1 - 5
12026;431409.721;4587118.964;34.769;347.69;T18093G;N07979C;N10283G;08;Nou Barris;95273;242000;Passeig;Passeig Ciutat de Mallorca;18 <=> 20 - 22;08;Nou Barris;95122;242000;Passeig;Passeig Ciutat de Mallorca;15 - 17 <=> 19
12027;431369.197;4587135.509;54.657;330.53;T18094H;N10283G;N07984Z;08;Nou Barris;95273;242000;Passeig;Passeig Ciutat de Mallorca;24 B - 28;08;Nou Barris;95122;242000;Passeig;Passeig Ciutat de Mallorca;21 - 23 <=> 27 - 29
12028;431371.723;4587187.275;83.027;56.22;T18095I;N10284H;N07984Z;08;Nou Barris;95241;255500;Carrer;Carrer Piferrer;106 - 110 <=> 122 - 126;08;Nou Barris;95273;255500;Carrer;Carrer Piferrer;103 - 115
12029;431402.414;4587227.536;18.319;46.95;T18096J;N08182D;N10284H;08;Nou Barris;95241;255500;Carrer;Carrer Piferrer;102 - 104;08;Nou Barris;95273;255500;Carrer;Carrer Piferrer;101
12030;431791.46;4588170.812;58.17;328.76;T18098L;N07846Q;N07847R;08;Nou Barris;95384;131600;Carrer;Carrer Formentera;9999;08;Nou Barris;95381;168304;Carrer;Carrer Joaquim Valls;13 <=> 15 - 17
12031;431985.139;4588221.16;45.273;45.57;T18099M;N07825L;N10285I;08;Nou Barris;95382;282650;Avinguda;Avinguda Rio de Janeiro;118;08;Nou Barris;95450;282650;Avinguda;Avinguda Rio de Janeiro;131 - 135
12032;431974.747;4588264.647;92.026;341.62;T18100O;N04207F;N07837P;08;Nou Barris;95440;089900;Carrer;Carrer Conveni;2 <=> 4 - 10;08;Nou Barris;95450;089900;Carrer;Carrer Conveni;1 <=> 7 - 9
12033;430950.234;4588154.281;46.845;298.17;T18103R;N08129Y;N08300R;08;Nou Barris;96284;135509;Carrer;Carrer Font de Canyelles;118 <=> 120;08;Nou Barris;96300;135509;Carrer;Carrer Font de Canyelles;139 <=> 141
12034;430976.807;4587847.212;211.228;298.65;T18104S;N10286J;N08201P;08;Nou Barris;96351;075101;Rambla;Rambla Caçador;44 <=> 56;08;Nou Barris;96330;075101;Rambla;Rambla Caçador;41 - 51
12035;431022.364;4587762.037;14.126;56.47;T18105T;N10286J;N08132T;08;Nou Barris;96351;186601;Plaça;Plaça República;10;08;Nou Barris;00002;000000; ; ;0
12036;431040.002;4587776.267;32.983;16.57;T18106U;N08131S;N10286J;08;Nou Barris;96330;186601;Plaça;Plaça República;9 B;08;Nou Barris;00002;000000; ; ;0
12037;430394.904;4588078.633;73.653;290.76;T18107V;N08297N;N08198L;08;Nou Barris;96402;075101;Rambla;Rambla Caçador;2 - 4 <=> 4;08;Nou Barris;96390;075101;Rambla;Rambla Caçador;1 - 3
12038;430225.687;4588324.295;168.155;26.66;T18109X;N08749U;N08548N;08;Nou Barris;96498;120851;Carrer;Carrer Federico García Lorca;10 - 12 <=> 22;08;Nou Barris;96494;120851;Carrer;Carrer Federico García Lorca;11 - 13 <=> 25
12039;429989.517;4588178.276;79.934;26.43;T18111R;N10288L;N10289M;08;Nou Barris;96494;700817;Carrer;Carrer Juan Ramón Jiménez;2 <=> 12;08;Nou Barris;96494;700817;Carrer;Carrer Juan Ramón Jiménez;1 <=> 7
12040;429952.46;4588144.322;35.696;284.47;T18112S;N03660S;N10288L;08;Nou Barris;96494;153158;Ronda;Ronda Guineueta Vella;8;08;Nou Barris;96499;153158;Ronda;Ronda Guineueta Vella;7 - 39
12041;430015.124;4588246.75;220.538;69.84;T18113T;N10288L;N08392L;08;Nou Barris;96494;153158;Ronda;Ronda Guineueta Vella;10 - 14 <=> 24 - 28;08;Nou Barris;96499;153158;Ronda;Ronda Guineueta Vella;7 - 39
12042;430902.881;4588675.43;15.947;5.08;T18117X;N10291G;N08350B;08;Nou Barris;96633;341409;Carrer;Carrer Torres;82;08;Nou Barris;96570;341409;Carrer;Carrer Torres;83 - 87
12043;430969.083;4588680.971;116.92;4.74;T18118Y;N08352D;N10291G;08;Nou Barris;96620;341409;Carrer;Carrer Torres;70 <=> 80 B;08;Nou Barris;96570;341409;Carrer;Carrer Torres;69 <=> 83 - 87
12044;430989.448;4588731.059;191.814;34.94;T18119Z;N10291G;N08361E;08;Nou Barris;96620;212304;Carrer;Carrer Mina de la Ciutat;2 <=> 40 - 42;08;Nou Barris;96633;212304;Carrer;Carrer Mina de la Ciutat;1 <=> 47
12045;431110.937;4588848.817;79.67;293.34;T18120S;N08365I;N08366J;08;Nou Barris;96820;259104;Carrer;Carrer Pla de Fornells;66 <=> 78;08;Nou Barris;96690;259104;Carrer;Carrer Pla de Fornells;51 - 53 <=> 57 - 59
12046;431604.052;4588765.866;73.131;307.78;T18122U;N07895Z;N07896A;08;Nou Barris;96900;119706;Carrer;Carrer Fenals;12 <=> 22 - 28;08;Nou Barris;95612;119706;Carrer;Carrer Fenals;11 - 15
12047;431543.046;4588893.462;230.026;48.01;T18124W;N07905K;N10292H;08;Nou Barris;96890;263509;Carrer;Carrer Portlligat;2 - 4 <=> 32;08;Nou Barris;99535;263509;Carrer;Carrer Portlligat;1 - 31 <=> 33 - 35
12048;431196.45;4589956.984;87.986;35.7;T18128A;N08441D;N08443F;08;Nou Barris;97240;700106;Passatge;Passatge Brull;2 <=> 8;08;Nou Barris;97163;700106;Passatge;Passatge Brull;1 - 11
12049;430987.948;4589540.56;115.135;346.07;T18129B;N08410W;N08415B;08;Nou Barris;93983;266008;Carrer;Carrer Prats de Rei;2 <=> 14;08;Nou Barris;93982;266008;Carrer;Carrer Prats de Rei;1 <=> 13 - 15
12050;431318.762;4589574.24;315.226;45;T18131V;N08420Y;N08421Z;08;Nou Barris;97324;072602;Carrer;Carrer Castelldefels;57 <=> 87 - 89;08;Nou Barris;97296;072602;Carrer;Carrer Castelldefels;58 <=> 92
12051;431126.255;4589673.313;78.715;1.88;T18133X;N08432C;N08412Y;08;Nou Barris;97341;700720;Travessia;Travessia Castellfollit;14 <=> 22;08;Nou Barris;97353;072806;Carrer;Carrer Castellfollit;24
12052;431188.32;4589691.008;57.16;21.08;T18134Y;N08411X;N08412Y;08;Nou Barris;97353;072806;Carrer;Carrer Castellfollit;20 <=> 22;08;Nou Barris;97342;072806;Carrer;Carrer Castellfollit;13 <=> 17 B
12053;430564.869;4587387.955;27.493;337.77;T18138C;N08272E;N08279L;08;Nou Barris;94310;349808;Passeig;Passeig Urrutia;86 <=> 88;08;Nou Barris;99381;349808;Passeig;Passeig Urrutia;95 - 127
12054;431894.885;4585522.752;124.658;314.17;T18139D;N03684A;N03669B;09;Sant Andreu;90521;367300;Carrer;Carrer Biscaia;386 - 406 <=> 408 - 410;09;Sant Andreu;90510;367300;Carrer;Carrer Biscaia;377 <=> 393 - 395
12055;431983.419;4585536.936;174.094;43.82;T18141X;N03684A;N03688E;09;Sant Andreu;90521;123907;Plaça;Plaça Ferran Reyes;1 <=> 9;09;Sant Andreu;90521;123907;Plaça;Plaça Ferran Reyes;1 <=> 9
12056;432396.887;4585176.234;37.178;59.3;T18142Y;N10297M;N04462S;10;Sant Martí;90572;191204;Carrer;Carrer Mallorca;676 - 678;09;Sant Andreu;90590;081603;Carrer;Carrer Clot;183 <=> 185 - 189
12057;432351.438;4585126.612;98.48;43.09;T18143Z;N04461R;N10297M;10;Sant Martí;90562;191204;Carrer;Carrer Mallorca;672 - 674;09;Sant Andreu;90590;191204;Carrer;Carrer Mallorca;665 <=> 669 - 677
12058;432372.096;4585106.519;111.735;74.11;T18144A;N05860G;N10297M;10;Sant Martí;90572;081603;Carrer;Carrer Clot;202 - 204 <=> 224 - 226;10;Sant Martí;90562;081603;Carrer;Carrer Clot;181
12059;432089.762;4585246.504;114.646;42.86;T18150Y;N04464U;N10299O;09;Sant Andreu;90650;241608;Carrer;Carrer Palència;2 - 4 <=> 14 - 16;09;Sant Andreu;90673;241608;Carrer;Carrer Palència;1 <=> 7 B
12060;432180.5;4585520.307;138.797;45.91;T18153B;N03759C;N03718T;09;Sant Andreu;90702;169908;Carrer;Carrer Josep Estivill;36 - 38 <=> 40 - 42;09;Sant Andreu;90701;169908;Carrer;Carrer Josep Estivill;29 <=> 39 - 39 B
12061;432209.467;4585489.968;148.37;74.5;T18154C;N03758B;N03718T;09;Sant Andreu;90691;043900;Carrer;Carrer Bofarull;36 <=> 50;09;Sant Andreu;90702;043900;Carrer;Carrer Bofarull;57 <=> 69
12062;428462.272;4586043.133;343.783;21.98;T18156E;N03493V;N03494W;07;Horta-Guinardó;84180;295006;Carrer;Carrer Samaniego;2 <=> 88;07;Horta-Guinardó;84230;295006;Carrer;Carrer Samaniego;1 - 25 <=> 83 - 87
12063;431829.529;4585733.064;67.953;41.19;T18157F;N03676A;N03677B;09;Sant Andreu;91080;172200;Carrer;Carrer Juan de Garay;58 <=> 70;09;Sant Andreu;91110;172200;Carrer;Carrer Juan de Garay;59 B
12064;431998.147;4585800.896;134.711;314.66;T18158G;N09019X;N03678C;09;Sant Andreu;91650;121402;Carrer;Carrer Felip II;92 - 94 <=> 108 - 110;09;Sant Andreu;91090;121402;Carrer;Carrer Felip II;77 <=> 105
12065;431996.086;4585705.356;134.048;43.57;T18159H;N03670U;N03671V;09;Sant Andreu;90531;297001;Carrer;Carrer Sant Antoni Maria Claret;460 <=> 464 - 472;09;Sant Andreu;91090;297001;Carrer;Carrer Sant Antoni Maria Claret;327 <=> 355
12066;431637.223;4585734.788;72.529;42.96;T18160A;N03687D;N03686C;09;Sant Andreu;91142;233701;Carrer;Carrer Olesa;2 - 2 B <=> 10;09;Sant Andreu;91162;233701;Carrer;Carrer Olesa;1 - 5 <=> 7
12067;431704.523;4586171.67;98.833;351.69;T18161B;N03743U;N10301R;09;Sant Andreu;91560;078405;Carrer;Carrer Cienfuegos;20 - 22 <=> 30;09;Sant Andreu;91570;078405;Carrer;Carrer Cienfuegos;23 <=> 29 - 31
12068;431649.201;4586178.063;20.91;42.01;T18162C;N03746X;N10301R;09;Sant Andreu;91570;204907;Carrer;Carrer Matanzas;62 - 64;09;Sant Andreu;91550;121457;Carrer;Carrer Felip Bertran i Güell;1
12069;431680.873;4586208.465;66.909;44.4;T18163D;N10301R;N03828Y;09;Sant Andreu;91560;121457;Carrer;Carrer Felip Bertran i Güell;2 <=> 6;09;Sant Andreu;91550;121457;Carrer;Carrer Felip Bertran i Güell;3 <=> 7
12070;431731.682;4586012.427;104.547;81.1;T18167H;N03698G;N03706P;09;Sant Andreu;91191;168905;Carrer;Carrer Jordi de Sant Jordi;18 - 20 <=> 30;09;Sant Andreu;91200;168905;Carrer;Carrer Jordi de Sant Jordi;27 <=> 43
12071;431746.381;4586114.33;101.383;82.5;T18168I;N03706P;N03743U;09;Sant Andreu;91580;168905;Carrer;Carrer Jordi de Sant Jordi;32 - 34 <=> 50;09;Sant Andreu;91570;168905;Carrer;Carrer Jordi de Sant Jordi;45 <=> 57
12072;431707.977;4586101.051;97.529;310.68;T18169J;N03706P;N03744V;09;Sant Andreu;91570;121402;Carrer;Carrer Felip II;144 - 148 <=> 154 - 158;09;Sant Andreu;91250;121402;Carrer;Carrer Felip II;151 - 153 <=> 155
12073;432042.915;4586194.753;115.191;282.11;T18171D;N03776D;N03833V;09;Sant Andreu;91680;209900;Avinguda;Avinguda Meridiana;312 B <=> 324;09;Sant Andreu;91610;209900;Avinguda;Avinguda Meridiana;299 - 303 <=> 309 - 311
12074;431974.622;4586196.806;146.486;76.74;T18172E;N03742T;N03833V;09;Sant Andreu;91610;233701;Carrer;Carrer Olesa;90 - 92 <=> 98 - 102 B;09;Sant Andreu;91600;233701;Carrer;Carrer Olesa;55 <=> 75 - 77
12075;433384.024;4587220.7;65.995;358.21;T18174G;N04333K;N04347Q;09;Sant Andreu;92340;700051;Carrer;Carrer Cresques;55 <=> 71;09;Sant Andreu;92350;700051;Carrer;Carrer Cresques;18 - 40
12076;433470.765;4587229.73;108.456;6.54;T18175H;N04340J;N04333K;09;Sant Andreu;92360;700051;Carrer;Carrer Cresques;29 <=> 53;09;Sant Andreu;92350;700051;Carrer;Carrer Cresques;18 - 40
12077;433671.538;4587017.924;46.57;325.13;T18176I;N10303T;N04428Q;09;Sant Andreu;00012;000000; ; ;0;09;Sant Andreu;92460;134007;Carrer;Carrer Fra Juníper Serra;51
12078;432059.559;4587317.144;58.586;84.81;T18177J;N04062G;N04014Y;09;Sant Andreu;93015;354604;Carrer;Carrer Bascònia;2 - 10;09;Sant Andreu;93150;354604;Carrer;Carrer Bascònia;1 - 3 <=> 17
12079;432041.152;4587295.901;28.485;328.9;T18178K;N04062G;N04020W;09;Sant Andreu;93150;296257;Riera;Riera Sant Andreu;70;09;Sant Andreu;92860;296257;Riera;Riera Sant Andreu;73 B <=> 75 - 77
12080;431888.079;4587435.92;25.838;355.11;T18179L;N04008A;N10304U;09;Sant Andreu;93270;262200;Carrer;Carrer Pons i Gallarza;96 - 104;09;Sant Andreu;93290;262200;Carrer;Carrer Pons i Gallarza;105 - 117
12081;431899.75;4587409.293;74.065;311.51;T18180E;N04055H;N10304U;09;Sant Andreu;93290;296257;Riera;Riera Sant Andreu;96 <=> 100 - 102;09;Sant Andreu;93000;296257;Riera;Riera Sant Andreu;99 - 101 <=> 109 - 111
12082;431856.348;4587439.659;38.084;352.04;T18181F;N10304U;N04009B;09;Sant Andreu;93270;296257;Riera;Riera Sant Andreu;104;09;Sant Andreu;93000;296257;Riera;Riera Sant Andreu;109 - 111
12083;432202.424;4588285.138;289.092;85.08;T18182G;N04189U;N04190N;09;Sant Andreu;97790;296202;Carrer;Carrer Gran de Sant Andreu;474 - 480 <=> 484;09;Sant Andreu;95350;296202;Carrer;Carrer Gran de Sant Andreu;459 - 465 <=> 515 - 517
12084;432119.162;4588118.939;65.167;81.9;T18183H;N04162J;N04198V;09;Sant Andreu;97772;221950;Plaça;Plaça Mossèn Clapés;9999;09;Sant Andreu;95360;221950;Plaça;Plaça Mossèn Clapés;1 - 2 <=> 3 - 4
12085;431940.561;4586745.764;168.524;88.86;T18184I;N03897L;N03898M;09;Sant Andreu;92801;700061;Carrer;Carrer Filatures;2 - 4 <=> 24;09;Sant Andreu;92801;700061;Carrer;Carrer Filatures;1 - 5 <=> 11 - 19
12086;432418.047;4587464.045;64.322;27.09;T18186K;N04071H;N04072I;09;Sant Andreu;97482;190303;Carrer;Carrer Malats;9999;09;Sant Andreu;97491;235809;Plaça;Plaça Orfila;6 <=> 13
12087;432380.757;4587657.666;87.575;2.63;T18191H;N04082K;N04116D;09;Sant Andreu;97610;173508;Carrer;Carrer Joan Torras;8 - 20 <=> 26 - 28;09;Sant Andreu;97602;173508;Carrer;Carrer Joan Torras;11 - 19 <=> 21 - 23
12088;432321.497;4589346.816;66.341;14.04;T18195L;N04484Y;N10307X;09;Sant Andreu;98040;028407;Carrer;Carrer Ausona;102 <=> 112;09;Sant Andreu;98020;028407;Carrer;Carrer Ausona;89 <=> 97 - 99
12089;432308.486;4589362.425;55.033;45.14;T18196M;N10307X;N04488C;09;Sant Andreu;98040;251805;Carrer;Carrer Peníscola;8 B <=> 14;09;Sant Andreu;98030;251805;Carrer;Carrer Peníscola;1 - 13
12090;432265.413;4589332.528;51.691;23.71;T18197N;N04486A;N10307X;09;Sant Andreu;98020;251805;Carrer;Carrer Peníscola;2 <=> 4 - 8;09;Sant Andreu;98030;251805;Carrer;Carrer Peníscola;1 - 13
12091;433744.355;4587137.377;64.262;294.49;T18198O;N04352N;N04502J;09;Sant Andreu;98279;700079;Carrer;Carrer Caresmar;14 - 22;09;Sant Andreu;98279;700079;Carrer;Carrer Caresmar;1 - 9 <=> 11
12092;433478.771;4587836.266;71.95;279.76;T18200R;N04311E;N04307I;09;Sant Andreu;00002;000000; ; ;0;09;Sant Andreu;98942;134109;Plaça;Plaça Fra Juníper Serra;9 - 10
12093;433318.871;4588677.899;58.326;24.33;T18201S;N04368V;N10308Y;09;Sant Andreu;98981;273003;Carrer;Carrer Quito;18;09;Sant Andreu;98981;273003;Carrer;Carrer Quito;18
12094;433246.047;4588601.685;74.475;293.77;T18202T;N10309Z;N09247H;09;Sant Andreu;99000;320001;Carrer;Carrer Beat Domènec Savio;2 - 8;09;Sant Andreu;99000;320001;Carrer;Carrer Beat Domènec Savio;1 - 9
12095;433294.174;4588589.017;78.877;32.88;T18203U;N10309Z;N04361O;09;Sant Andreu;98960;347551;Carrer;Carrer Tucumán;16 B <=> 20;09;Sant Andreu;99000;347551;Carrer;Carrer Tucumán;13 <=> 15 - 19
12096;433186.795;4588519.754;176.681;32.8;T18204V;N04359U;N10309Z;09;Sant Andreu;98960;347551;Carrer;Carrer Tucumán;2 <=> 16;09;Sant Andreu;99000;347551;Carrer;Carrer Tucumán;1 - 7 <=> 9 - 13
12097;432993.543;4587335.558;141.399;275.39;T18205W;N09091F;N09093H;09;Sant Andreu;92301;701065;Carrer;Carrer Cordelles;14 - 18 <=> 22 - 24;09;Sant Andreu;92301;701065;Carrer;Carrer Cordelles;13 - 15 <=> 17 - 21
12098;432559.43;4586264.62;71.176;64.39;T18206X;N09182H;N09181G;09;Sant Andreu;91934;701328;PlaÃ§a;PlaÃ§a K?be;7 - 9;09;Sant Andreu;91934;701328;PlaÃ§a;PlaÃ§a K?be;10 - 12
12099;432594.412;4586332.463;81.541;61.27;T18208Z;N09180F;N09182H;09;Sant Andreu;91934;701328;PlaÃ§a;PlaÃ§a K?be;4 - 6;09;Sant Andreu;91934;701328;PlaÃ§a;PlaÃ§a K?be;1 - 3
12100;430083.429;4586888.747;21.462;41.87;T18210T;N03013T;N03000O;07;Horta-Guinardó;29180;069109;Carrer;Carrer Cartellà;194;07;Horta-Guinardó;94000;069109;Carrer;Carrer Cartellà;195 <=> 195 B
12101;434523.918;4584086.43;395.99;44.05;T18211U;N09106V;N08825P;10;Sant Martí;06913;700892;Passeig;Passeig Garcia Fària;24 Sot <=> 26 - 36;10;Sant Martí;09486;700892;Passeig;Passeig Garcia Fària;73 - 77 <=> 85
12102;434592.009;4584301.391;214.349;313.83;T18212V;N08825P;N09169K;10;Sant Martí;09485;143609;Carrer;Carrer Josep Pla;2 - 20 <=> 20;10;Sant Martí;09486;143609;Carrer;Carrer Josep Pla;1 - 17
12103;432305.041;4582679.339;119.739;0.44;T18213W;N06718F;N06721A;10;Sant Martí;05770;044200;Avinguda;Avinguda Bogatell;76 - 78 <=> 88 - 90;10;Sant Martí;05770;044200;Avinguda;Avinguda Bogatell;76 - 78 <=> 88 - 90
12104;432278.223;4582742.412;143.235;62.52;T18214X;N06721A;N06715C;10;Sant Martí;05770;249304;Carrer;Carrer Pere IV;2 - 4 <=> 14 - 16;10;Sant Martí;05770;249304;Carrer;Carrer Pere IV;2 - 4 <=> 14 - 16
12105;434421.396;4584479.517;278.958;313.71;T18215Y;N09169K;N06313O;10;Sant Martí;09484;143609;Carrer;Carrer Josep Pla;22 - 32;10;Sant Martí;09483;143609;Carrer;Carrer Josep Pla;19 - 33 <=> 33
12106;432547.86;4582751.396;143.37;314.51;T18216Z;N06708D;N06709E;10;Sant Martí;05810;369204;Carrer;Carrer Zamora;38 <=> 46 - 48;10;Sant Martí;05803;369204;Carrer;Carrer Zamora;35 - 37 <=> 45 - 47
12107;432531.067;4582452.5;89.815;42.91;T18218B;N06767O;N08565O;10;Sant Martí;05931;367504;Carrer;Carrer Doctor Trueta;22 - 30;10;Sant Martí;05941;367504;Carrer;Carrer Doctor Trueta;21
12108;432578.811;4582497.276;41.098;43.72;T18219C;N08565O;N08564N;10;Sant Martí;05941;367504;Carrer;Carrer Doctor Trueta;32 - 38 <=> 40;10;Sant Martí;05941;367504;Carrer;Carrer Doctor Trueta;33 - 39
12109;432726.905;4582514.87;103.119;359.65;T18220V;N10310S;N10311T;10;Sant Martí;05941;700679;Carrer;Carrer Los Angeles;2 - 18 <=> 20 - 36;10;Sant Martí;05941;700679;Carrer;Carrer Los Angeles;1 - 9 <=> 11 - 19
12110;432666.477;4582507.277;23.772;41.74;T18221W;N10312U;N10310S;10;Sant Martí;05941;700677;Carrer;Carrer Estocolm;2 - 4;10;Sant Martí;05941;700677;Carrer;Carrer Estocolm;1 - 17
12111;432686.194;4582525.909;30.502;44.66;T18222X;N10310S;N10315X;10;Sant Martí;05941;700677;Carrer;Carrer Estocolm;6 - 8;10;Sant Martí;05941;700677;Carrer;Carrer Estocolm;1 - 17
12112;432726.203;4582536.565;58.323;359.88;T18223Y;N10315X;N10314W;10;Sant Martí;05941;700680;Carrer;Carrer Saint Louis;2 - 10 <=> 12 - 20;10;Sant Martí;05941;700680;Carrer;Carrer Saint Louis;2 - 10 <=> 12 - 20
12113;432730.342;4582493.822;131.509;359.38;T18224Z;N10318A;N09863Z;10;Sant Martí;05941;700678;Carrer;Carrer Melbourne;2 - 16 <=> 18 - 32;10;Sant Martí;05941;700678;Carrer;Carrer Melbourne;1 - 17 <=> 19 - 35
12114;432721.819;4582472.966;76.274;359.35;T18225A;N10316Y;N10317Z;10;Sant Martí;05941;700676;Carrer;Carrer Seül;2 - 8 <=> 10 - 16;10;Sant Martí;05941;700676;Carrer;Carrer Seül;1 - 15 <=> 17 - 31
12115;432859.7;4582550.264;28.938;45;T18226B;N10321V;N10322W;10;Sant Martí;05941;700674;Carrer;Carrer Amsterdam;14;10;Sant Martí;05941;700674;Carrer;Carrer Amsterdam;14
12116;432836.841;4582527.682;35.328;44.36;T18227C;N10322W;N10323X;10;Sant Martí;05941;700674;Carrer;Carrer Amsterdam;16;10;Sant Martí;05941;700674;Carrer;Carrer Amsterdam;16
12117;432801.338;4582514.941;45.756;0.98;T18228D;N10323X;N10311T;10;Sant Martí;05941;700663;Carrer;Carrer Rosa Sensat;16 - 24 <=> 28 - 36;10;Sant Martí;05941;700663;Carrer;Carrer Rosa Sensat;16 - 24 <=> 28 - 36
12118;432802.447;4582546.072;98.531;359.64;T18229E;N10314W;N10322W;10;Sant Martí;05941;700672;Carrer;Carrer Munic;2 - 10 <=> 12 - 20;10;Sant Martí;05941;700672;Carrer;Carrer Munic;1 - 17 <=> 19 - 35
